"","idno","cntry","agea","eisced","gndr","rlgdgr","domicil","blgetmg","hinctnta","uemp3m","hincfel","stfdem","stfeco","gincdif","sofrdst","lrscale","trstep","trstun","stfgov","euftf","imsmetn","imdfetn","impcntr","imbgeco","imwbcnt","polintr","psppsgva","psppipla","frprtpl","freehms","hmsacld","atchctr","imueclt","impenv","vote_pop_1","elec_system","pop_choice_1","GDP","occup","vote_eu","pop_att"
"1582",15567,"BE",64,7,1,10,4,2,9,2,1,6,5,3,3,4,4,4,6,9,2,2,2,8,8,1,3,4,4,1,2,8,8,1,0,"Proportional","r",1.128595725,1,1,7
"1583",15802,"BE",90,2,2,0,4,2,6,2,2,5,5,4,2,0,5,0,0,2,2,2,2,5,6,1,1,1,2,5,1,10,8,2,0,"Proportional","r",1.128595725,4,1,4.33333333333333
"1584",15866,"BE",28,7,2,0,3,2,7,2,1,5,7,2,2,7,9,8,5,4,2,2,2,6,7,3,2,2,4,1,1,6,7,1,0,"Proportional","r",1.128595725,2,1,4.66666666666667
"1585",15896,"BE",68,2,2,7,3,2,3,2,2,5,6,1,2,6,3,4,3,4,2,3,3,2,3,3,1,2,3,2,3,4,3,3,0,"Proportional","r",1.128595725,3,1,3.33333333333333
"1586",15958,"BE",53,2,1,5,4,2,5,1,2,4,7,3,4,5,0,0,2,1,3,4,4,2,0,2,1,1,2,2,4,10,1,2,3,"Proportional","r",1.128595725,7,1,2.33333333333333
"1587",16030,"BE",72,4,1,0,4,2,10,2,1,6,9,5,5,6,6,6,3,8,3,4,3,7,1,2,3,2,4,2,3,9,5,2,0,"Proportional","r",1.128595725,2,1,4.66666666666667
"1588",16051,"BE",49,1,1,5,3,1,6,1,2,4,7,2,2,8,3,3,5,2,3,3,3,3,2,2,3,3,3,2,4,7,4,2,0,"Proportional","r",1.128595725,9,1,3.33333333333333
"1589",16094,"BE",25,4,1,1,3,2,6,2,3,3,4,2,4,4,6,6,2,6,2,2,2,7,5,3,2,2,3,1,1,9,7,3,0,"Proportional","r",1.128595725,9,1,3.33333333333333
"1590",16140,"BE",34,7,1,1,1,2,2,2,2,6,6,2,2,5,6,5,8,3,2,2,2,3,6,4,1,1,4,2,2,5,8,5,0,"Proportional","r",1.128595725,2,1,5
"1591",16247,"BE",34,4,1,0,3,2,7,1,2,6,5,2,2,3,5,7,6,6,2,2,2,3,5,2,1,1,1,2,2,8,6,2,0,"Proportional","r",1.128595725,3,1,5.66666666666667
"1592",16263,"BE",50,7,1,1,4,2,8,2,1,4,7,2,4,5,6,8,4,8,2,2,2,6,7,3,3,2,4,2,1,7,8,2,0,"Proportional","r",1.128595725,2,1,3.66666666666667
"1593",16288,"BE",34,7,2,0,4,2,6,1,2,4,5,1,1,2,6,5,4,6,1,1,1,8,5,3,2,2,2,1,1,6,7,1,4,"Proportional","r",1.128595725,3,1,4
"1594",16290,"BE",88,6,1,7,3,2,4,2,2,6,6,2,2,2,5,5,7,6,2,2,2,5,5,3,3,1,3,2,3,7,3,3,0,"Proportional","r",1.128595725,1,1,5
"1595",16442,"BE",30,2,1,0,3,2,3,1,2,7,3,2,2,0,5,5,6,7,2,2,2,5,5,3,2,1,3,1,1,8,5,2,0,"Proportional","r",1.128595725,3,1,2.66666666666667
"1596",16449,"BE",68,7,1,8,4,2,10,2,1,9,7,3,4,6,8,8,8,8,1,2,2,10,8,2,3,3,4,1,3,8,9,3,0,"Proportional","r",1.128595725,2,1,7.66666666666667
"1597",16476,"BE",54,6,1,2,4,2,9,2,1,8,7,2,4,8,7,7,8,7,3,3,3,4,5,2,3,3,4,1,2,7,6,2,0,"Proportional","r",1.128595725,2,1,7
"1598",16577,"BE",40,4,1,9,3,2,7,2,2,5,2,2,4,4,5,4,2,5,1,1,2,5,4,2,2,2,5,1,3,8,8,3,0,"Proportional","r",1.128595725,2,1,4.66666666666667
"1599",16804,"BE",23,5,1,7,4,2,8,2,2,1,6,1,4,4,1,1,1,5,3,3,3,4,6,4,2,3,1,3,2,3,9,1,0,"Proportional","r",1.128595725,7,1,0.333333333333333
"1600",16832,"BE",72,2,2,7,5,2,3,2,3,6,7,2,2,7,5,6,6,7,2,3,3,6,7,2,3,3,3,2,2,7,6,1,0,"Proportional","r",1.128595725,9,1,6
"1601",16843,"BE",31,2,1,8,1,1,1,1,3,5,0,2,3,5,0,5,5,5,2,3,3,5,0,4,2,1,1,2,2,7,0,3,4,"Proportional","r",1.128595725,5,1,1.33333333333333
"1602",16934,"BE",31,6,2,6,4,2,7,2,1,5,6,3,4,7,7,7,6,5,2,2,2,6,7,3,2,2,4,2,2,8,7,3,0,"Proportional","r",1.128595725,8,1,6.33333333333333
"1603",16953,"BE",80,4,1,0,1,2,1,1,2,9,6,1,2,6,2,2,6,0,1,2,2,6,6,3,1,1,3,1,1,5,7,3,4,"Proportional","r",1.128595725,3,1,3
"1604",17150,"BE",34,4,1,9,3,2,7,1,4,5,2,1,2,6,3,3,3,4,2,1,1,5,3,2,1,1,2,2,3,9,5,2,0,"Proportional","r",1.128595725,3,1,3.66666666666667
"1605",17323,"BE",53,6,2,8,4,2,9,2,1,6,6,1,1,5,7,7,7,7,1,1,1,6,7,3,2,3,3,1,3,7,7,1,0,"Proportional","r",1.128595725,3,1,6
"1606",17325,"BE",31,5,1,2,4,2,3,2,2,2,5,2,1,4,0,0,6,2,2,4,4,7,8,4,2,1,2,1,2,6,5,2,4,"Proportional","r",1.128595725,1,1,1.33333333333333
"1607",17384,"BE",46,7,1,5,3,2,9,2,1,4,6,1,2,5,6,6,5,6,2,2,2,4,9,3,1,3,3,2,2,7,6,3,0,"Proportional","r",1.128595725,1,1,4
"1608",17435,"BE",24,6,1,0,1,2,6,1,2,7,5,2,4,3,9,9,7,6,2,2,2,7,5,1,2,2,3,1,1,9,10,1,0,"Proportional","r",1.128595725,3,1,4
"1609",17486,"BE",39,6,2,6,5,2,2,1,4,7,8,2,4,8,2,10,5,0,1,2,2,7,5,2,2,3,5,1,1,8,3,4,0,"Proportional","r",1.128595725,3,1,4.66666666666667
"1610",17594,"BE",26,4,1,5,4,2,4,2,1,0,6,4,4,7,0,2,0,5,2,2,2,0,0,2,1,1,1,1,1,5,0,4,0,"Proportional","r",1.128595725,2,1,0
"1611",17601,"BE",67,6,2,7,2,2,7,1,1,7,8,2,3,8,7,7,7,8,1,2,2,6,6,1,3,2,3,1,1,7,7,3,0,"Proportional","r",1.128595725,3,1,6.33333333333333
"1612",17622,"BE",25,6,1,0,1,2,8,2,2,4,7,2,2,4,6,0,3,6,2,2,2,7,8,2,2,2,3,2,3,5,10,5,0,"Proportional","r",1.128595725,2,1,1.66666666666667
"1613",17628,"BE",53,2,1,0,3,2,7,2,2,2,1,2,2,0,0,0,2,5,2,2,2,3,3,2,2,2,1,2,2,9,4,3,0,"Proportional","r",1.128595725,1,1,0
"1614",17633,"BE",35,6,2,2,2,2,6,1,2,3,1,1,2,3,5,5,0,5,1,1,1,10,7,1,1,3,1,1,1,7,10,1,0,"Proportional","r",1.128595725,1,1,3
"1615",17679,"BE",59,6,2,10,3,2,7,2,2,6,6,1,3,7,7,7,6,5,1,1,1,7,7,2,2,2,3,1,1,8,8,1,0,"Proportional","r",1.128595725,2,1,7
"1616",17736,"BE",63,2,2,6,4,2,5,1,2,7,8,2,2,3,4,4,8,7,2,2,2,5,6,3,1,1,2,2,3,8,6,3,0,"Proportional","r",1.128595725,9,1,5.33333333333333
"1617",17908,"BE",43,6,2,0,1,2,5,1,3,7,2,1,2,5,0,3,2,6,2,3,2,4,5,4,4,3,4,1,2,3,6,2,0,"Proportional","r",1.128595725,1,2,0
"1618",17956,"BE",66,4,1,7,4,2,6,2,2,6,7,3,4,6,4,6,6,7,1,2,2,7,7,3,2,2,5,2,2,6,6,2,0,"Proportional","r",1.128595725,4,1,5.33333333333333
"1619",17980,"BE",61,3,1,3,4,2,4,1,1,3,6,2,4,8,0,8,5,10,2,2,2,5,0,2,3,2,2,3,4,8,6,1,0,"Proportional","r",1.128595725,2,1,2.66666666666667
"1620",18101,"BE",23,5,2,10,1,2,4,2,3,4,2,1,1,4,3,7,3,4,1,1,2,9,5,3,1,3,3,3,5,4,8,2,0,"Proportional","r",1.128595725,5,2,2.33333333333333
"1621",18121,"BE",28,3,1,0,3,2,7,2,1,6,8,4,5,7,0,0,0,6,3,3,3,5,3,2,2,2,2,2,4,7,5,1,0,"Proportional","r",1.128595725,3,1,0.333333333333333
"1622",18127,"BE",82,1,1,3,2,2,5,2,1,2,8,1,5,10,5,5,5,5,1,1,1,3,4,3,1,1,3,1,2,8,5,1,0,"Proportional","r",1.128595725,3,1,3.66666666666667
"1623",18226,"BE",55,3,2,10,4,2,3,2,2,5,3,1,1,6,5,5,5,5,3,3,3,5,5,4,1,1,2,1,1,8,5,1,0,"Proportional","r",1.128595725,9,1,1.33333333333333
"1624",18238,"BE",49,4,1,1,4,2,5,2,3,6,4,2,3,5,7,5,3,7,1,2,1,6,5,1,3,3,4,1,2,1,7,1,4,"Proportional","r",1.128595725,3,1,3.66666666666667
"1625",18452,"BE",42,6,2,0,4,2,10,2,1,7,8,4,2,5,8,8,7,5,2,2,2,7,7,4,3,1,3,1,1,7,8,1,4,"Proportional","r",1.128595725,3,1,5
"1626",18603,"BE",49,7,1,0,2,2,8,1,1,2,2,2,2,9,3,0,0,10,1,1,1,9,8,1,2,2,3,1,1,10,9,1,0,"Proportional","r",1.128595725,3,1,1.66666666666667
"1627",18604,"BE",40,5,1,8,1,2,5,2,2,5,8,2,2,3,5,5,5,8,2,2,2,6,6,2,1,2,2,2,4,5,9,4,0,"Proportional","r",1.128595725,7,1,4.33333333333333
"1628",18656,"BE",56,7,2,0,4,2,7,1,2,6,5,2,2,4,5,6,6,5,2,2,2,5,7,2,2,1,2,2,2,8,4,2,0,"Proportional","r",1.128595725,2,1,5.33333333333333
"1629",18732,"BE",53,6,1,0,3,2,3,1,3,1,2,1,2,3,1,7,1,5,3,2,2,5,4,1,2,2,2,1,2,8,6,2,0,"Proportional","r",1.128595725,5,1,2.33333333333333
"1630",18804,"BE",50,2,2,8,3,2,5,1,3,7,5,2,2,3,5,5,7,6,2,3,3,5,5,2,2,2,2,2,4,8,7,3,0,"Proportional","r",1.128595725,2,1,2
"1631",18863,"BE",56,2,1,5,4,2,6,2,2,7,6,2,2,5,4,6,5,8,2,2,2,5,5,4,2,1,2,1,2,6,5,2,0,"Proportional","r",1.128595725,6,1,4.33333333333333
"1632",18877,"BE",51,1,1,2,4,2,3,2,3,5,3,3,4,5,4,6,4,6,3,3,3,4,5,3,1,1,1,2,3,8,5,2,0,"Proportional","r",1.128595725,8,1,4.33333333333333
"1633",19050,"BE",23,4,2,3,4,2,4,2,2,5,7,1,2,5,6,8,6,6,2,2,2,6,9,3,3,3,4,2,1,7,7,2,0,"Proportional","r",1.128595725,2,1,6.33333333333333
"1634",19102,"BE",46,4,1,5,4,2,6,2,2,6,7,1,2,5,4,4,6,8,2,2,2,6,6,2,1,2,3,2,1,6,4,1,0,"Proportional","r",1.128595725,4,1,3.33333333333333
"1635",19115,"BE",25,6,1,6,5,2,5,2,1,7,8,2,4,6,8,6,5,7,2,2,2,3,8,2,2,3,3,1,1,7,3,1,0,"Proportional","r",1.128595725,6,1,6.66666666666667
"1636",19189,"BE",46,6,1,0,3,2,8,2,2,7,5,2,5,6,4,6,6,5,1,2,2,8,6,2,3,4,4,2,2,8,8,1,0,"Proportional","r",1.128595725,2,1,5
"1637",19239,"BE",55,1,2,0,3,2,7,1,2,6,5,2,3,3,6,7,6,7,2,2,2,8,7,2,3,1,1,2,2,8,9,2,0,"Proportional","r",1.128595725,9,1,4.66666666666667
"1638",19358,"BE",20,2,1,6,3,2,2,2,2,5,4,2,1,5,7,6,4,5,2,2,3,3,5,3,3,2,2,1,2,10,8,4,4,"Proportional","r",1.128595725,7,1,5.66666666666667
"1639",19421,"BE",68,3,1,7,2,2,4,2,1,7,8,3,4,6,6,5,6,1,2,2,2,5,6,1,3,3,5,2,2,9,5,3,0,"Proportional","r",1.128595725,3,1,6.66666666666667
"1640",19423,"BE",47,6,2,9,3,2,9,2,1,7,6,2,2,5,6,6,7,8,2,2,2,6,7,2,2,2,3,1,1,8,8,2,0,"Proportional","r",1.128595725,2,1,6.66666666666667
"1641",19442,"BE",65,4,2,7,4,2,6,2,1,7,9,1,1,5,5,8,6,5,1,2,2,7,8,1,5,3,5,1,1,9,8,1,0,"Proportional","r",1.128595725,4,1,6.33333333333333
"1642",19532,"BE",78,1,2,10,4,2,5,2,1,3,7,2,1,2,1,1,2,5,2,2,2,5,7,3,3,3,2,4,2,8,4,3,0,"Proportional","r",1.128595725,4,1,2.33333333333333
"1643",19565,"BE",32,6,2,6,2,2,10,2,2,5,6,2,3,5,4,6,4,6,1,1,1,7,7,3,2,3,4,1,1,10,9,2,0,"Proportional","r",1.128595725,2,1,3.33333333333333
"1644",19598,"BE",57,4,1,6,3,2,8,2,2,6,6,2,2,5,5,6,6,5,3,3,3,6,5,2,3,3,3,2,1,8,7,2,0,"Proportional","r",1.128595725,2,2,6
"1645",19628,"BE",59,5,2,10,4,2,6,1,1,6,4,3,2,4,5,5,5,5,3,3,3,7,4,2,1,1,3,3,4,6,7,2,0,"Proportional","r",1.128595725,9,1,6.33333333333333
"1646",19770,"BE",31,7,2,0,3,2,8,2,1,6,4,4,5,6,6,6,4,6,2,2,2,7,6,3,2,2,2,1,1,7,7,2,0,"Proportional","r",1.128595725,2,1,4.33333333333333
"1647",19784,"BE",48,4,1,3,4,2,8,2,2,5,8,2,4,6,6,6,4,6,3,3,3,4,4,2,3,3,4,1,1,5,5,3,0,"Proportional","r",1.128595725,7,1,6
"1648",19991,"BE",67,3,1,5,3,2,3,1,3,5,8,2,3,3,5,7,5,6,4,4,4,0,7,3,2,3,1,3,2,5,0,2,0,"Proportional","r",1.128595725,9,1,5.66666666666667
"1649",20270,"BE",49,4,1,3,2,2,10,1,1,8,6,2,2,5,5,6,6,7,2,2,2,6,5,2,2,2,2,1,2,7,6,3,0,"Proportional","r",1.128595725,4,2,5
"1650",20278,"BE",46,7,1,0,4,2,6,2,2,7,5,2,4,5,8,7,7,7,1,1,1,8,8,2,3,3,3,1,2,6,8,1,0,"Proportional","r",1.128595725,2,1,6.66666666666667
"1651",20328,"BE",36,5,1,6,4,2,8,2,2,7,4,4,4,10,5,5,7,5,2,4,3,1,1,3,2,3,3,1,3,9,1,3,4,"Proportional","r",1.128595725,7,1,4.33333333333333
"1652",20433,"BE",69,3,2,9,4,2,4,2,2,8,3,1,2,1,8,8,4,4,2,2,2,5,7,3,2,3,2,1,4,9,8,2,4,"Proportional","r",1.128595725,9,1,3
"1653",20451,"BE",64,1,2,6,4,2,4,2,1,3,5,1,2,6,3,5,6,5,2,2,2,8,8,2,2,2,2,1,1,7,7,2,0,"Proportional","r",1.128595725,3,1,5
"1654",20517,"BE",25,6,2,5,2,2,7,2,1,7,7,3,3,7,7,7,6,5,2,2,2,5,5,3,4,3,3,1,1,9,8,2,0,"Proportional","r",1.128595725,9,1,7
"1655",20525,"BE",60,2,1,1,3,2,7,2,2,6,7,3,3,4,5,5,5,1,3,3,4,2,5,3,2,3,4,1,2,7,0,2,3,"Proportional","r",1.128595725,10,1,4.33333333333333
"1656",20571,"BE",56,6,2,7,2,2,8,1,1,7,6,2,4,2,6,7,3,7,1,1,1,5,5,2,2,4,3,1,1,8,8,1,0,"Proportional","r",1.128595725,2,1,4.66666666666667
"1657",20611,"BE",79,2,2,8,3,2,4,2,2,5,4,2,2,5,5,5,5,8,3,3,3,5,3,3,1,1,2,2,4,8,7,2,0,"Proportional","r",1.128595725,1,1,5
"1658",20628,"BE",59,1,1,0,1,2,2,1,3,5,0,1,1,5,3,5,0,5,3,3,2,5,5,4,1,1,3,1,3,10,5,1,0,"Proportional","r",1.128595725,8,1,1.33333333333333
"1659",20726,"BE",37,5,2,8,1,2,2,1,3,7,6,2,1,5,3,4,7,5,2,2,2,5,5,3,2,1,3,2,1,8,5,3,0,"Proportional","r",1.128595725,5,1,4
"1660",20790,"BE",22,5,2,3,4,2,8,2,1,6,7,2,3,4,3,4,8,6,2,2,2,4,4,4,1,1,5,2,5,5,3,1,3,"Proportional","r",1.128595725,5,1,3
"1661",20965,"BE",57,5,2,6,4,2,9,2,2,6,6,3,2,6,5,5,6,5,3,3,3,3,3,3,3,3,3,3,5,5,5,1,0,"Proportional","r",1.128595725,7,1,5
"1662",21173,"BE",29,4,1,7,4,2,7,1,1,6,7,2,2,5,7,7,5,8,1,1,2,7,6,2,3,2,3,1,1,8,8,1,0,"Proportional","r",1.128595725,7,1,4.33333333333333
"1663",21245,"BE",59,2,1,6,4,2,10,1,2,6,7,1,1,7,7,6,6,7,2,2,2,7,7,2,3,2,3,1,1,6,8,2,0,"Proportional","r",1.128595725,7,1,7.33333333333333
"1664",21282,"BE",54,7,1,0,1,2,10,1,1,9,7,1,2,3,8,10,6,10,1,1,1,10,10,2,3,3,4,1,1,10,10,1,0,"Proportional","r",1.128595725,2,1,5.33333333333333
"1665",21292,"BE",77,4,2,8,2,2,1,2,2,5,6,2,3,5,4,4,5,6,2,3,3,6,4,3,2,2,3,3,4,6,5,2,0,"Proportional","r",1.128595725,3,2,4
"1666",21348,"BE",54,4,1,4,3,2,6,2,4,7,7,1,2,1,6,7,5,2,2,2,2,6,5,3,2,2,2,1,3,9,8,3,0,"Proportional","r",1.128595725,3,1,5.33333333333333
"1667",21474,"BE",25,4,1,1,4,2,7,1,2,7,8,3,4,7,2,5,1,7,1,2,2,3,4,2,1,2,2,1,1,8,4,2,0,"Proportional","r",1.128595725,4,1,1.33333333333333
"1668",21482,"BE",36,1,1,0,4,2,4,2,3,0,2,5,4,0,0,0,0,8,3,4,4,0,0,4,1,1,2,1,1,10,2,1,0,"Proportional","r",1.128595725,3,2,1
"1669",21609,"BE",34,7,2,3,1,2,6,2,1,7,7,2,3,6,4,2,4,5,1,2,2,4,7,2,3,3,4,1,1,7,6,3,0,"Proportional","r",1.128595725,2,1,4.33333333333333
"1670",21661,"BE",34,7,2,0,4,2,10,2,1,2,8,1,3,8,5,5,2,9,1,1,1,5,5,1,3,4,2,1,1,9,9,1,0,"Proportional","r",1.128595725,2,1,4
"1671",22107,"BE",63,5,2,7,5,2,2,2,2,5,6,2,3,4,4,4,5,5,2,2,3,2,2,3,2,1,2,2,2,7,5,2,0,"Proportional","r",1.128595725,4,1,3.66666666666667
"1672",22166,"BE",64,4,2,5,4,2,2,1,3,5,6,2,2,6,7,7,5,8,2,2,2,7,6,3,3,2,3,1,2,9,7,2,0,"Proportional","r",1.128595725,3,1,5.33333333333333
"1673",22346,"BE",77,3,2,7,4,2,5,2,2,3,3,1,4,5,3,4,3,5,2,2,1,7,8,3,2,2,2,1,2,6,8,2,0,"Proportional","r",1.128595725,4,1,3.66666666666667
"1674",22460,"BE",67,1,2,7,4,2,6,2,1,6,7,5,4,7,6,6,6,2,2,3,3,0,3,4,2,2,5,2,4,5,3,3,0,"Proportional","r",1.128595725,4,1,5.33333333333333
"1675",22517,"BE",46,3,2,3,4,2,8,2,1,0,3,2,4,10,0,0,1,1,3,4,4,0,0,4,1,1,3,1,1,10,0,3,3,"Proportional","r",1.128595725,3,2,0
"1676",22531,"BE",46,4,1,8,4,1,6,1,4,2,7,1,1,3,8,7,5,2,2,2,2,5,5,2,2,2,2,1,2,9,8,1,0,"Proportional","r",1.128595725,2,1,2.66666666666667
"1677",22557,"BE",55,4,2,6,4,2,6,1,1,6,6,2,2,5,6,6,7,6,2,2,2,7,8,3,2,2,3,1,2,7,7,2,0,"Proportional","r",1.128595725,4,1,6
"1678",22567,"BE",68,2,1,10,1,2,5,2,2,9,8,2,1,5,10,9,8,10,2,2,1,5,5,3,1,3,3,5,5,5,6,1,4,"Proportional","r",1.128595725,5,1,6.66666666666667
"1679",22591,"BE",72,4,1,7,1,2,4,2,2,7,8,1,2,5,8,8,7,8,2,3,2,7,8,2,3,2,3,1,1,6,1,3,0,"Proportional","r",1.128595725,4,1,6.66666666666667
"1680",22660,"BE",52,4,1,2,2,2,8,2,1,8,8,3,5,5,5,5,6,7,3,3,3,2,0,3,3,3,4,1,1,10,0,1,0,"Proportional","r",1.128595725,1,1,4.66666666666667
"1681",22720,"BE",22,7,2,3,4,2,4,2,2,6,4,2,2,6,5,5,4,5,2,2,1,5,3,3,2,2,2,2,1,9,6,2,0,"Proportional","r",1.128595725,2,1,5
"1682",22755,"BE",80,2,1,5,5,2,5,2,1,5,6,2,4,5,6,6,5,4,2,3,4,3,1,3,2,2,2,2,2,3,2,2,0,"Proportional","r",1.128595725,1,1,4
"1683",22840,"BE",31,5,1,4,2,2,9,2,1,5,5,3,4,6,0,5,5,0,3,3,4,5,5,2,2,2,2,1,3,7,0,3,0,"Proportional","r",1.128595725,3,1,5
"1684",22968,"BE",59,6,2,2,1,2,3,2,3,4,3,2,2,5,3,3,3,5,2,2,3,6,5,4,2,1,3,1,1,8,8,1,0,"Proportional","r",1.128595725,3,1,1.33333333333333
"1685",22976,"BE",65,6,1,0,4,2,6,2,1,7,8,1,4,4,5,8,6,8,1,1,2,8,5,2,3,2,4,1,1,5,7,1,0,"Proportional","r",1.128595725,2,1,5
"1686",23116,"BE",52,6,2,6,3,2,8,1,2,7,4,4,4,5,4,6,4,6,3,3,3,6,2,3,3,3,4,1,1,7,5,3,4,"Proportional","r",1.128595725,1,1,3.66666666666667
"1687",23173,"BE",33,7,2,7,4,2,3,1,3,0,3,2,2,8,0,3,0,0,2,3,3,5,2,2,1,3,2,1,2,2,1,2,0,"Proportional","r",1.128595725,5,2,1.33333333333333
"1688",23212,"BE",23,5,1,6,4,2,8,2,2,0,8,2,2,8,0,1,3,7,3,3,3,4,7,4,4,3,3,2,2,7,6,2,0,"Proportional","r",1.128595725,8,1,0.666666666666667
"1689",23381,"BE",35,6,2,0,3,2,8,1,2,4,3,1,2,0,6,6,3,9,2,2,2,5,6,2,2,1,2,1,1,7,8,1,0,"Proportional","r",1.128595725,3,1,4
"1690",23478,"BE",35,4,2,2,4,2,7,2,1,5,5,2,2,5,5,7,4,5,2,2,2,6,4,3,3,2,2,1,1,7,5,2,0,"Proportional","r",1.128595725,9,1,4
"1691",23598,"BE",74,2,1,8,3,2,1,2,3,7,7,2,2,7,0,2,6,4,2,3,3,7,6,2,2,2,3,2,3,8,7,2,0,"Proportional","r",1.128595725,4,1,3.33333333333333
"1692",23675,"BE",39,5,2,0,4,1,2,1,3,5,6,1,1,7,2,2,5,5,4,4,4,0,9,4,3,3,2,1,1,9,7,1,3,"Proportional","r",1.128595725,9,1,2.66666666666667
"1693",23779,"BE",50,5,1,0,4,2,2,1,4,4,3,1,4,4,7,7,5,7,1,1,1,7,8,4,1,1,1,1,5,9,8,1,0,"Proportional","r",1.128595725,9,1,5
"1694",23802,"BE",75,1,2,5,2,2,3,2,3,3,7,1,1,8,2,3,7,5,2,2,2,5,3,2,2,2,1,4,4,8,4,3,3,"Proportional","r",1.128595725,9,1,1.66666666666667
"1695",23909,"BE",34,7,2,8,4,2,10,2,1,6,7,2,2,9,7,8,7,7,2,2,1,5,5,1,2,2,2,1,1,9,7,3,0,"Proportional","r",1.128595725,3,1,5.33333333333333
"1696",23932,"BE",38,2,2,5,3,2,3,1,3,4,4,3,4,6,5,5,6,7,2,3,2,7,5,3,1,2,2,3,1,6,6,3,0,"Proportional","r",1.128595725,9,1,4.33333333333333
"1697",23975,"BE",41,4,2,3,3,2,7,1,2,3,3,2,2,5,3,3,3,5,2,4,2,3,3,3,2,2,2,1,1,5,3,3,0,"Proportional","r",1.128595725,9,1,1
"1698",24064,"BE",32,6,1,9,1,2,4,1,1,8,6,2,2,4,8,9,6,3,1,1,1,7,7,2,3,3,5,1,1,8,10,1,0,"Proportional","r",1.128595725,5,1,6.66666666666667
"1699",24103,"BE",44,6,1,1,1,2,4,1,3,4,2,2,1,3,6,0,0,5,2,2,2,7,5,3,3,2,2,1,5,7,3,1,4,"Proportional","r",1.128595725,3,1,0.666666666666667
"1700",24112,"BE",52,2,2,0,4,2,5,1,2,5,4,4,4,10,0,4,0,0,2,4,4,6,5,2,4,2,3,2,2,0,4,4,0,"Proportional","r",1.128595725,5,2,0.666666666666667
"1701",24304,"BE",73,7,1,9,2,2,6,1,3,6,8,2,2,5,2,0,8,2,1,3,3,7,3,1,2,2,5,3,3,7,4,2,0,"Proportional","r",1.128595725,1,1,4.66666666666667
"1702",24371,"BE",44,5,2,6,3,2,4,2,1,6,7,2,2,5,6,7,6,8,2,3,3,6,7,2,2,2,3,1,1,7,6,2,0,"Proportional","r",1.128595725,5,1,6.33333333333333
"1703",24402,"BE",67,2,2,0,2,2,3,2,3,5,4,1,4,7,4,4,5,1,2,3,3,4,5,4,1,3,3,1,4,3,4,2,0,"Proportional","r",1.128595725,4,2,4.66666666666667
"1704",24470,"BE",49,4,1,6,5,2,2,2,1,5,7,4,5,5,5,6,6,7,2,2,2,6,5,2,3,2,3,2,4,7,6,1,0,"Proportional","r",1.128595725,3,1,6
"1705",24525,"BE",62,6,2,6,2,2,10,2,1,7,6,4,4,6,6,4,6,10,1,1,1,7,8,2,2,2,3,1,3,1,4,1,0,"Proportional","r",1.128595725,2,1,4.33333333333333
"1706",24606,"BE",46,6,1,1,3,2,9,1,1,6,8,1,4,1,7,7,6,8,1,1,1,8,9,2,2,3,4,1,1,5,9,3,0,"Proportional","r",1.128595725,2,1,6.33333333333333
"1707",24705,"BE",71,4,1,2,2,2,4,2,2,4,8,5,5,7,5,5,8,10,2,3,3,2,0,1,2,1,2,3,5,9,1,1,0,"Proportional","r",1.128595725,3,1,5.66666666666667
"1708",24738,"BE",60,2,2,5,3,2,6,2,4,4,4,1,3,5,5,5,4,5,2,2,4,2,2,4,4,2,1,1,1,5,2,3,0,"Proportional","r",1.128595725,4,2,3.66666666666667
"1709",24858,"BE",34,7,2,6,2,2,7,1,2,8,8,2,2,7,4,7,8,3,2,2,2,8,7,3,1,2,2,2,4,8,8,2,0,"Proportional","r",1.128595725,2,1,6.66666666666667
"1710",24859,"BE",70,7,1,3,1,2,10,2,1,4,6,1,1,3,7,7,4,10,1,1,1,8,7,1,3,3,4,1,1,7,8,1,0,"Proportional","r",1.128595725,1,1,5.33333333333333
"1711",24936,"BE",43,1,1,5,1,2,9,1,3,0,0,2,1,0,0,0,0,0,2,1,2,0,2,4,1,1,1,4,5,10,0,1,4,"Proportional","r",1.128595725,5,2,0.333333333333333
"1712",24956,"BE",54,2,1,0,4,2,7,1,1,4,4,2,1,7,2,3,4,4,2,3,3,3,3,2,2,2,3,2,2,6,4,2,4,"Proportional","r",1.128595725,2,1,4.66666666666667
"1713",24992,"BE",59,4,1,1,3,2,7,2,2,2,3,2,4,6,2,2,2,4,2,2,2,3,4,3,2,2,2,3,1,4,3,2,0,"Proportional","r",1.128595725,3,1,2.66666666666667
"1714",25021,"BE",63,2,1,0,4,2,8,2,2,6,5,2,2,3,6,6,5,3,3,3,3,5,6,2,2,2,3,2,3,7,6,4,0,"Proportional","r",1.128595725,7,1,2.66666666666667
"1715",25025,"BE",75,6,2,7,3,2,6,2,2,3,7,1,4,5,5,7,4,7,2,3,2,3,4,3,2,2,2,1,3,8,6,1,0,"Proportional","r",1.128595725,3,1,2.66666666666667
"1716",25040,"BE",45,4,1,0,4,2,3,1,2,0,6,4,3,7,0,5,0,0,2,2,2,6,2,4,1,2,3,1,1,2,6,1,3,"Proportional","r",1.128595725,4,2,0
"1717",25073,"BE",80,5,1,3,4,2,2,2,1,6,7,1,1,5,3,4,7,5,2,2,2,7,7,1,2,2,4,2,2,4,7,1,0,"Proportional","r",1.128595725,3,1,4.66666666666667
