"","idno","cntry","agea","eisced","gndr","rlgdgr","domicil","blgetmg","hinctnta","uemp3m","hincfel","stfdem","stfeco","gincdif","sofrdst","lrscale","trstep","trstun","stfgov","euftf","imsmetn","imdfetn","impcntr","imbgeco","imwbcnt","polintr","psppsgva","psppipla","frprtpl","freehms","hmsacld","atchctr","imueclt","impenv","vote_pop_1","elec_system","pop_choice_1","GDP","occup","vote_eu","pop_att"
"17987",34738,"SE",62,7,1,0,2,2,5,2,1,2,5,2,4,6,2,6,2,8,1,1,1,7,5,2,2,2,3,2,3,10,7,2,0,"Proportional","r",0.772577449,2,1,4
"17988",34740,"SE",76,4,1,0,4,2,3,1,2,9,8,1,3,3,7,10,6,8,2,2,2,7,7,3,4,3,4,1,1,7,10,1,0,"Proportional","r",0.772577449,7,1,7.66666666666667
"17989",34791,"SE",60,6,2,3,3,2,9,2,1,4,6,2,5,5,2,2,3,0,2,2,2,5,7,1,2,2,5,2,3,10,7,2,0,"Proportional","r",0.772577449,2,2,4
"17990",34907,"SE",62,3,1,0,2,2,7,2,1,4,6,4,4,5,3,2,0,7,1,1,1,8,5,4,1,1,2,1,2,7,7,1,3,"Proportional","r",0.772577449,5,1,0.333333333333333
"17991",34967,"SE",74,4,1,2,5,2,7,2,1,8,7,2,2,10,5,4,6,5,2,2,3,4,4,3,2,3,5,3,4,10,8,2,0,"Proportional","r",0.772577449,1,1,6.33333333333333
"17992",34972,"SE",67,3,2,0,2,2,7,2,1,9,7,2,3,0,7,7,6,5,2,2,2,6,7,1,3,3,5,1,2,9,7,1,0,"Proportional","r",0.772577449,4,1,7
"17993",34994,"SE",50,4,2,2,3,2,8,2,1,5,5,2,2,3,6,7,5,5,1,1,1,5,6,3,2,3,2,1,1,7,7,4,0,"Proportional","r",0.772577449,3,1,5
"17994",34999,"SE",27,6,2,2,3,2,1,2,1,8,7,4,5,7,5,5,7,10,2,2,2,9,6,2,3,3,4,1,1,9,8,2,0,"Proportional","r",0.772577449,2,1,5.33333333333333
"17995",35143,"SE",66,3,1,5,3,2,9,2,1,7,6,3,4,6,5,5,6,4,1,1,1,6,6,2,3,2,3,1,2,8,6,4,0,"Proportional","r",0.772577449,3,1,6
"17996",35227,"SE",41,5,1,0,2,2,7,2,2,7,5,2,4,4,1,2,2,5,1,1,1,8,9,2,2,2,2,1,3,0,9,1,0,"Proportional","r",0.772577449,2,2,3
"17997",35260,"SE",81,1,1,5,3,2,3,2,1,10,10,1,1,10,0,8,10,10,2,2,4,7,6,2,2,2,2,3,5,10,5,2,0,"Proportional","r",0.772577449,8,1,1
"17998",35457,"SE",37,4,2,0,3,2,3,2,1,9,9,2,4,6,6,8,7,6,1,1,2,8,8,2,4,3,3,2,2,8,8,2,0,"Proportional","r",0.772577449,5,1,6.66666666666667
"17999",35464,"SE",58,6,2,8,4,2,10,2,1,6,8,3,4,7,6,8,7,4,3,3,3,2,6,2,2,3,4,3,5,10,7,1,0,"Proportional","r",0.772577449,4,1,4.66666666666667
"18000",35469,"SE",71,6,2,6,2,2,2,2,1,5,4,2,3,3,0,2,5,2,2,2,2,7,6,2,1,3,3,1,2,8,8,1,0,"Proportional","r",0.772577449,3,1,2
"18001",35523,"SE",71,2,1,4,3,2,4,1,2,9,5,2,3,3,5,8,8,6,2,2,2,7,7,1,3,2,4,1,2,10,8,3,0,"Proportional","r",0.772577449,2,1,6.66666666666667
"18002",35551,"SE",69,5,1,4,4,2,6,1,2,4,5,1,2,4,0,5,6,4,1,2,1,7,7,1,4,1,2,5,5,2,7,5,0,"Proportional","r",0.772577449,3,2,2.33333333333333
"18003",35574,"SE",63,7,2,7,2,2,10,2,1,9,8,2,2,4,6,6,8,7,2,2,3,7,9,2,4,4,4,1,1,10,9,1,0,"Proportional","r",0.772577449,2,1,7.66666666666667
"18004",35580,"SE",90,5,1,5,1,2,3,2,2,5,5,3,4,6,3,6,4,5,2,3,1,4,4,2,2,2,3,2,4,10,3,1,0,"Proportional","r",0.772577449,7,1,5.66666666666667
"18005",35724,"SE",43,7,2,0,2,2,10,2,1,6,4,3,4,6,6,7,5,5,2,2,2,8,7,3,2,3,4,1,2,7,8,1,0,"Proportional","r",0.772577449,2,1,6.33333333333333
"18006",35751,"SE",66,3,1,2,5,2,2,2,1,7,8,2,3,1,5,6,7,2,2,2,2,8,7,1,3,3,3,1,1,8,8,2,3,"Proportional","r",0.772577449,7,1,6.33333333333333
"18007",35769,"SE",69,2,1,5,1,2,6,2,1,3,6,2,1,7,5,7,3,5,3,3,3,3,7,2,2,2,4,3,3,10,6,2,3,"Proportional","r",0.772577449,5,1,6
"18008",35778,"SE",75,3,1,0,4,2,2,2,2,3,5,3,3,10,5,6,3,7,2,2,2,5,5,3,2,2,3,2,5,10,5,2,3,"Proportional","r",0.772577449,10,1,3.33333333333333
"18009",35822,"SE",57,3,1,0,5,2,10,2,1,2,2,5,4,10,0,1,0,0,2,2,2,0,5,4,2,1,1,2,4,5,1,3,0,"Proportional","r",0.772577449,7,2,1.66666666666667
"18010",35896,"SE",76,4,2,5,3,2,5,2,1,5,7,3,3,5,3,7,5,3,2,2,3,2,10,3,2,3,2,2,3,8,9,3,0,"Proportional","r",0.772577449,2,2,2.66666666666667
"18011",35956,"SE",62,1,2,4,2,2,5,2,2,7,6,2,3,7,5,7,5,6,2,2,2,7,7,2,2,3,3,1,2,7,7,2,4,"Proportional","r",0.772577449,5,1,6.33333333333333
"18012",36016,"SE",23,4,2,4,1,2,4,1,1,7,5,2,2,5,4,5,7,4,2,2,2,5,6,2,3,2,3,2,2,8,5,4,0,"Proportional","r",0.772577449,9,1,3.66666666666667
"18013",36025,"SE",69,6,1,3,4,2,7,2,1,1,2,2,4,8,4,7,2,6,2,2,2,5,7,1,2,2,4,2,2,10,7,2,0,"Proportional","r",0.772577449,2,1,2.66666666666667
"18014",36148,"SE",75,5,1,7,4,2,5,2,1,7,9,2,3,5,7,8,6,3,1,1,1,6,7,3,3,3,4,2,2,8,8,2,0,"Proportional","r",0.772577449,8,1,5.66666666666667
"18015",36205,"SE",32,7,1,7,2,1,5,1,1,3,4,2,4,5,4,2,2,8,1,1,1,10,6,1,3,3,2,1,1,10,7,2,0,"Proportional","r",0.772577449,4,1,4.33333333333333
"18016",36222,"SE",30,7,1,0,2,2,8,2,1,8,9,2,2,6,7,7,3,7,1,1,1,8,8,2,3,4,4,2,2,5,7,2,0,"Proportional","r",0.772577449,3,1,6.33333333333333
"18017",36273,"SE",72,7,2,9,4,2,5,2,2,8,5,1,1,5,4,5,5,8,1,1,1,8,8,3,2,2,3,3,4,10,9,3,0,"Proportional","r",0.772577449,2,1,4.66666666666667
"18018",36522,"SE",41,6,2,0,4,1,7,1,1,7,5,2,3,6,3,4,3,5,1,1,1,7,9,2,3,3,3,1,1,9,10,2,0,"Proportional","r",0.772577449,2,1,3.33333333333333
"18019",36649,"SE",27,5,1,2,3,2,3,2,1,8,5,2,2,5,6,10,5,5,2,2,2,7,7,2,3,3,3,2,2,5,8,2,0,"Proportional","r",0.772577449,5,1,3.66666666666667
"18020",36653,"SE",27,7,2,5,3,2,6,2,1,5,7,3,4,7,7,9,6,5,1,1,1,8,8,3,3,3,4,1,1,9,9,2,0,"Proportional","r",0.772577449,2,1,7.33333333333333
"18021",36682,"SE",38,7,2,2,2,2,6,1,1,8,7,3,4,6,3,5,5,4,1,1,1,7,8,2,3,3,4,1,1,10,8,3,0,"Proportional","r",0.772577449,3,1,5.66666666666667
"18022",36818,"SE",47,7,1,7,3,2,8,1,2,8,7,4,3,6,6,7,6,8,2,2,2,8,7,2,2,3,3,4,3,5,6,4,0,"Proportional","r",0.772577449,3,1,6
"18023",36891,"SE",70,5,1,7,4,2,3,2,1,5,8,3,4,7,6,7,5,7,2,2,2,8,7,1,3,3,4,2,2,10,7,2,0,"Proportional","r",0.772577449,5,1,4.66666666666667
"18024",36901,"SE",40,4,2,0,3,2,6,2,1,6,7,4,3,5,1,8,2,1,2,2,2,1,6,3,2,2,2,2,4,8,5,3,0,"Proportional","r",0.772577449,5,2,4.33333333333333
"18025",36985,"SE",60,1,1,6,1,2,4,1,1,7,8,4,4,6,2,6,7,3,2,2,2,7,7,2,3,2,4,2,4,9,5,1,3,"Proportional","r",0.772577449,4,1,4.66666666666667
"18026",37117,"SE",47,6,1,6,2,2,10,2,1,9,6,2,3,5,6,7,7,7,1,1,1,9,9,2,3,3,5,1,2,9,9,1,0,"Proportional","r",0.772577449,1,1,7.66666666666667
"18027",37137,"SE",53,3,1,0,3,2,8,2,1,8,8,1,1,0,2,6,5,5,2,2,2,8,8,2,2,2,4,1,2,10,8,4,0,"Proportional","r",0.772577449,8,1,3.66666666666667
"18028",37163,"SE",54,2,1,2,2,2,5,1,1,5,6,2,4,6,2,3,1,3,2,2,2,4,5,2,2,2,2,2,3,7,6,1,0,"Proportional","r",0.772577449,7,1,3
"18029",37168,"SE",65,3,1,2,3,2,5,2,2,5,6,2,4,4,3,6,3,3,1,3,3,3,2,2,3,3,4,1,2,10,2,2,0,"Proportional","r",0.772577449,3,1,4.33333333333333
"18030",37219,"SE",33,5,1,0,1,2,6,2,2,9,6,1,4,7,3,4,1,1,2,2,3,1,5,2,2,3,4,1,2,8,9,1,0,"Proportional","r",0.772577449,3,2,3
"18031",37362,"SE",46,6,1,0,3,2,10,1,1,4,6,2,4,4,4,6,3,3,2,2,2,6,7,3,3,3,4,1,1,4,7,4,0,"Proportional","r",0.772577449,5,1,3.33333333333333
"18032",37489,"SE",64,4,1,0,4,2,4,1,2,3,8,2,1,1,3,3,5,2,2,2,2,6,6,2,2,2,2,1,2,3,8,1,0,"Proportional","r",0.772577449,5,2,3.33333333333333
"18033",37515,"SE",77,2,2,5,4,2,1,2,1,4,7,1,2,5,3,2,3,10,1,1,1,7,7,1,1,2,1,2,2,9,8,1,0,"Proportional","r",0.772577449,5,1,4.66666666666667
"18034",37532,"SE",81,3,2,3,2,2,7,2,1,5,9,5,4,10,4,0,2,7,3,3,3,2,2,2,2,3,2,3,3,10,2,1,3,"Proportional","r",0.772577449,4,2,3
"18035",37636,"SE",70,2,1,0,5,2,6,2,1,2,5,2,2,2,1,5,2,2,2,2,2,5,8,2,1,2,1,2,3,9,8,2,4,"Proportional","r",0.772577449,7,2,2
"18036",37842,"SE",50,7,1,0,1,2,10,1,1,9,10,4,4,7,6,7,7,10,1,1,1,7,10,2,1,1,5,1,1,10,10,3,0,"Proportional","r",0.772577449,2,1,8.66666666666667
"18037",38012,"SE",33,6,2,2,3,2,9,2,1,4,7,1,3,3,6,9,5,5,1,1,1,7,10,2,3,3,4,1,1,8,10,1,0,"Proportional","r",0.772577449,3,1,6
"18038",38122,"SE",78,4,1,0,2,2,3,2,1,8,7,4,5,5,4,5,3,4,2,2,2,7,6,3,2,2,4,2,2,8,7,1,0,"Proportional","r",0.772577449,1,1,4.33333333333333
"18039",38273,"SE",52,5,2,7,4,2,9,2,1,8,7,3,4,8,6,8,5,8,2,2,2,6,6,3,3,3,3,1,2,8,8,3,0,"Proportional","r",0.772577449,3,1,5.33333333333333
"18040",38409,"SE",61,7,1,6,1,2,10,2,1,9,8,2,4,4,10,8,8,10,1,1,2,10,10,1,4,5,4,1,3,7,9,2,0,"Proportional","r",0.772577449,4,1,8
"18041",38428,"SE",22,4,1,0,3,2,4,2,1,5,4,5,4,5,8,10,2,5,2,2,2,8,6,3,2,3,4,1,1,5,5,4,0,"Proportional","r",0.772577449,9,1,3.66666666666667
"18042",38504,"SE",49,7,1,0,3,2,10,2,1,9,7,1,3,4,6,7,8,7,1,1,1,8,8,2,3,3,5,1,1,10,9,1,0,"Proportional","r",0.772577449,2,1,7.33333333333333
"18043",38580,"SE",33,4,1,5,3,2,2,2,3,6,7,3,2,4,6,7,6,5,2,2,2,7,7,3,2,2,3,2,2,6,8,1,0,"Proportional","r",0.772577449,5,1,5.33333333333333
"18044",38609,"SE",54,7,1,7,2,1,7,2,2,8,5,4,2,7,7,7,5,4,1,1,1,3,6,2,2,3,3,2,3,8,7,2,0,"Proportional","r",0.772577449,3,1,6.66666666666667
"18045",38659,"SE",64,5,2,8,1,2,4,1,2,5,7,2,3,5,3,6,4,8,2,2,3,2,2,2,1,1,3,1,3,5,3,3,3,"Proportional","r",0.772577449,5,2,6
"18046",38757,"SE",30,7,2,1,1,1,8,2,1,8,8,4,4,7,3,2,4,3,2,2,3,4,5,1,3,2,4,1,2,5,7,6,4,"Proportional","r",0.772577449,3,1,4.33333333333333
"18047",38795,"SE",36,6,1,0,2,2,6,2,2,7,8,2,2,2,5,7,7,5,2,2,2,6,7,2,3,3,4,1,1,7,8,2,0,"Proportional","r",0.772577449,8,1,6.66666666666667
"18048",38893,"SE",23,4,2,0,1,2,5,1,2,3,3,3,5,7,5,6,4,4,2,3,2,2,3,2,2,2,3,2,3,6,5,2,3,"Proportional","r",0.772577449,5,1,3.66666666666667
"18049",38953,"SE",44,7,1,6,2,2,10,1,2,5,7,3,4,8,6,7,3,7,2,2,3,3,4,3,2,2,3,2,5,8,9,2,0,"Proportional","r",0.772577449,2,2,2.66666666666667
"18050",39117,"SE",56,5,1,8,4,2,8,2,1,9,9,2,5,7,7,8,4,5,1,1,1,5,5,3,4,4,5,1,1,10,7,3,0,"Proportional","r",0.772577449,1,1,8.33333333333333
"18051",39166,"SE",43,5,2,5,5,2,9,2,1,6,7,2,4,6,8,8,6,7,1,1,1,7,6,3,3,3,4,1,2,8,6,1,0,"Proportional","r",0.772577449,8,1,7.66666666666667
"18052",39170,"SE",18,2,1,1,2,1,3,1,2,6,6,1,1,3,5,6,4,7,1,1,2,6,7,1,4,3,3,1,1,3,6,2,4,"Proportional","r",0.772577449,2,1,4
"18053",39177,"SE",72,2,2,2,3,2,2,2,2,4,5,2,3,5,3,3,4,5,2,2,3,2,4,2,2,2,2,2,2,10,5,2,0,"Proportional","r",0.772577449,5,1,4
"18054",39266,"SE",54,2,2,0,3,2,7,2,1,9,7,3,2,8,0,9,7,0,1,1,1,7,6,3,2,2,4,1,1,8,9,3,0,"Proportional","r",0.772577449,9,2,5.66666666666667
"18055",39322,"SE",29,7,1,0,2,2,7,1,1,8,7,2,4,3,6,7,5,6,1,1,1,10,7,2,4,4,4,1,1,8,8,2,0,"Proportional","r",0.772577449,3,1,7.66666666666667
"18056",39345,"SE",39,4,1,0,3,2,4,1,2,4,0,1,2,2,0,4,1,5,1,1,1,5,5,2,1,1,1,1,1,5,5,1,0,"Proportional","r",0.772577449,5,1,2.33333333333333
"18057",39541,"SE",61,6,1,4,4,2,7,2,1,9,7,2,4,7,5,4,7,7,2,2,3,8,8,2,3,3,4,1,2,9,9,2,0,"Proportional","r",0.772577449,5,1,5.66666666666667
"18058",39672,"SE",47,5,2,1,1,2,8,1,1,3,3,2,5,8,2,0,1,5,2,2,2,3,3,1,1,2,2,1,1,10,7,3,0,"Proportional","r",0.772577449,5,2,1.33333333333333
"18059",39684,"SE",60,3,2,8,2,2,7,1,1,4,6,1,2,5,6,8,4,4,1,1,1,5,7,3,2,2,2,1,1,7,9,2,0,"Proportional","r",0.772577449,3,1,6.33333333333333
"18060",39761,"SE",25,5,2,6,1,2,2,2,1,8,5,2,2,0,5,7,6,4,2,2,2,5,7,2,2,2,2,2,2,8,7,2,0,"Proportional","r",0.772577449,5,1,4
"18061",39809,"SE",58,5,1,1,5,2,1,2,2,7,8,4,4,7,6,6,3,2,2,2,3,5,7,1,3,3,4,2,3,8,7,4,0,"Proportional","r",0.772577449,2,1,6
"18062",39844,"SE",67,4,1,7,3,2,3,2,1,5,6,2,3,6,4,7,5,4,2,2,2,5,5,2,2,2,2,2,2,9,7,3,3,"Proportional","r",0.772577449,7,2,6.33333333333333
"18063",39923,"SE",78,5,1,0,2,2,2,2,1,3,8,2,2,7,0,0,8,0,1,1,1,8,8,1,1,1,3,2,3,9,8,2,4,"Proportional","r",0.772577449,7,2,7.33333333333333
"18064",39994,"SE",56,7,1,0,3,2,9,2,1,7,7,3,4,6,5,5,6,6,2,2,2,5,5,2,2,3,3,1,1,10,7,2,0,"Proportional","r",0.772577449,2,1,7
"18065",40050,"SE",42,4,2,2,4,2,4,1,3,7,5,3,2,5,5,7,6,6,2,2,2,7,7,3,2,2,3,1,1,10,0,3,4,"Proportional","r",0.772577449,9,1,3.66666666666667
"18066",40086,"SE",46,5,2,5,3,2,8,2,1,8,8,2,4,2,7,8,8,5,1,1,1,5,8,2,3,3,4,1,1,8,9,2,0,"Proportional","r",0.772577449,3,1,7.66666666666667
"18067",40101,"SE",52,3,1,0,5,2,6,2,2,6,6,3,3,8,6,7,4,5,2,2,2,6,6,2,2,3,4,1,1,9,6,4,0,"Proportional","r",0.772577449,8,1,4
"18068",40158,"SE",24,4,1,0,2,2,3,2,3,7,6,3,4,8,6,7,3,6,3,3,3,2,2,2,3,3,4,2,4,10,2,3,3,"Proportional","r",0.772577449,3,1,7
"18069",40251,"SE",64,2,1,2,3,2,3,2,3,5,9,4,4,7,7,9,7,7,3,3,3,5,4,2,2,2,4,1,3,8,3,3,0,"Proportional","r",0.772577449,7,1,6.33333333333333
"18070",40292,"SE",63,6,1,5,2,2,10,2,1,6,7,2,3,6,6,7,7,5,2,2,2,8,7,1,4,3,5,2,2,8,8,1,0,"Proportional","r",0.772577449,1,1,5.66666666666667
"18071",40512,"SE",42,7,1,3,4,2,7,1,3,7,7,2,2,2,6,8,5,8,2,2,2,7,8,2,3,3,4,1,1,8,10,3,0,"Proportional","r",0.772577449,2,1,6.66666666666667
"18072",40533,"SE",22,4,2,0,3,2,1,2,3,9,9,2,2,3,8,8,7,6,1,1,1,8,10,3,3,4,4,1,1,6,9,1,0,"Proportional","r",0.772577449,9,1,6.66666666666667
"18073",40648,"SE",59,3,2,0,2,2,6,2,2,5,5,2,1,6,5,6,5,4,2,2,2,6,5,3,3,2,3,1,2,8,5,1,0,"Proportional","r",0.772577449,3,1,5
"18074",40732,"SE",54,5,1,7,2,2,10,2,1,9,8,3,5,8,6,8,4,8,1,2,2,8,8,1,3,3,4,1,1,10,8,1,0,"Proportional","r",0.772577449,1,1,7.33333333333333
"18075",40747,"SE",34,5,1,2,2,2,7,2,2,7,7,2,4,7,6,7,4,6,1,1,2,7,7,3,3,3,4,2,3,7,8,3,0,"Proportional","r",0.772577449,2,1,5.33333333333333
"18076",40847,"SE",67,4,1,3,4,2,6,1,1,8,7,3,4,6,6,6,6,6,2,2,2,7,8,2,2,3,4,2,3,8,10,3,0,"Proportional","r",0.772577449,8,1,6
"18077",40884,"SE",36,6,1,2,3,2,9,2,1,9,10,3,5,8,7,9,7,8,1,1,2,7,6,2,4,4,4,1,2,9,8,3,0,"Proportional","r",0.772577449,5,1,8.33333333333333
"18078",40930,"SE",23,5,2,0,2,2,7,1,1,8,6,2,3,4,5,7,0,5,2,2,2,5,7,4,3,2,2,1,1,8,8,3,0,"Proportional","r",0.772577449,5,1,2.66666666666667
"18079",41081,"SE",27,4,2,0,4,2,6,2,1,5,5,2,2,0,5,5,2,5,1,1,1,5,7,2,2,2,2,1,1,5,8,2,0,"Proportional","r",0.772577449,5,1,2.66666666666667
"18080",41112,"SE",60,6,2,8,4,1,5,1,2,8,5,1,5,5,0,4,5,5,2,1,1,5,5,3,2,3,4,1,1,5,10,1,4,"Proportional","r",0.772577449,5,2,2.66666666666667
"18081",41267,"SE",79,5,1,7,3,2,5,2,1,8,9,2,2,4,8,8,7,7,2,2,2,8,7,2,2,3,4,2,2,9,7,2,0,"Proportional","r",0.772577449,3,1,8.33333333333333
"18082",41384,"SE",37,7,1,0,1,2,9,2,1,7,10,1,2,1,7,7,3,7,1,1,1,7,10,1,3,3,3,1,1,10,10,2,0,"Proportional","r",0.772577449,2,1,8.66666666666667
"18083",41398,"SE",70,3,2,1,2,2,4,2,2,8,7,2,4,9,5,6,7,6,2,2,2,4,3,2,2,2,2,1,2,9,3,2,4,"Proportional","r",0.772577449,5,1,6
"18084",41440,"SE",64,5,1,2,4,2,7,2,1,7,8,2,3,4,2,3,7,8,1,1,1,8,8,3,2,2,4,1,5,8,8,3,0,"Proportional","r",0.772577449,5,1,3
"18085",41618,"SE",45,3,1,3,4,2,7,1,2,7,8,2,4,5,5,5,6,4,2,2,2,7,7,2,3,3,4,2,2,9,7,1,0,"Proportional","r",0.772577449,3,2,4.33333333333333
"18086",41628,"SE",23,5,2,0,3,2,2,2,2,4,5,1,1,0,0,3,2,0,1,1,1,7,10,1,3,3,2,1,1,10,10,2,0,"Proportional","r",0.772577449,9,2,2.66666666666667
"18087",41710,"SE",38,6,1,3,3,2,8,2,1,8,8,3,4,8,2,5,6,3,3,3,3,5,5,2,3,3,5,1,4,10,5,3,0,"Proportional","r",0.772577449,3,1,7.33333333333333
"18088",41966,"SE",35,7,2,0,2,2,8,2,1,7,9,2,4,5,9,9,7,5,2,2,2,7,9,2,3,4,4,1,1,8,9,1,0,"Proportional","r",0.772577449,2,1,7.66666666666667
"18089",42039,"SE",46,7,2,1,2,2,9,2,1,4,8,3,4,7,4,2,5,2,2,2,2,3,5,1,4,3,4,1,1,7,4,1,0,"Proportional","r",0.772577449,2,1,5.66666666666667
"18090",42077,"SE",42,4,1,4,5,2,1,2,2,7,8,3,5,9,6,5,3,4,2,3,3,1,2,1,2,2,3,2,4,9,1,1,3,"Proportional","r",0.772577449,6,2,5.66666666666667
"18091",42155,"SE",69,5,2,3,3,2,3,2,2,7,8,3,4,7,5,6,5,5,2,2,3,4,6,3,2,2,3,1,2,8,6,1,0,"Proportional","r",0.772577449,3,1,5.33333333333333
"18092",42196,"SE",69,5,2,3,1,2,9,2,1,6,9,2,3,7,7,6,7,6,2,2,2,9,9,2,3,3,2,1,1,10,9,1,0,"Proportional","r",0.772577449,2,1,7
"18093",42213,"SE",79,7,1,0,2,2,6,1,2,7,7,3,4,6,5,7,6,4,2,2,2,5,5,3,2,3,4,2,3,7,6,4,0,"Proportional","r",0.772577449,2,1,4
"18094",42240,"SE",22,4,1,0,1,2,7,2,2,0,6,5,2,8,6,8,0,5,3,3,3,0,5,1,3,3,3,1,4,8,5,5,3,"Proportional","r",0.772577449,7,1,2.33333333333333
"18095",42301,"SE",51,2,1,0,3,2,10,2,1,8,9,4,5,8,7,7,6,5,1,1,1,8,8,1,5,3,4,1,1,5,8,2,0,"Proportional","r",0.772577449,4,1,8
"18096",42324,"SE",71,3,2,5,1,2,6,2,1,8,6,2,3,7,3,7,6,5,2,2,2,6,7,2,2,3,4,1,1,9,8,2,0,"Proportional","r",0.772577449,3,1,4
"18097",42347,"SE",41,4,2,0,2,2,8,2,1,7,7,2,3,4,7,6,7,6,2,1,1,7,7,2,3,2,4,1,1,10,7,2,0,"Proportional","r",0.772577449,5,1,6
"18098",42375,"SE",54,5,2,5,3,2,8,1,2,7,9,3,3,7,8,8,7,7,1,1,1,6,7,2,2,2,2,2,2,10,7,4,0,"Proportional","r",0.772577449,2,1,7
"18099",42498,"SE",28,5,1,0,2,2,8,2,2,7,7,2,5,7,6,7,5,7,2,2,2,8,5,3,3,3,4,1,1,6,6,2,0,"Proportional","r",0.772577449,2,1,7
"18100",42541,"SE",64,5,2,1,2,1,7,2,1,7,4,1,2,3,4,2,5,8,2,2,4,8,10,2,3,3,3,1,1,10,8,1,0,"Proportional","r",0.772577449,2,1,7.33333333333333
"18101",42607,"SE",52,5,1,6,5,2,9,2,1,8,7,2,4,7,7,5,7,7,2,2,2,7,8,2,2,3,4,2,2,7,8,2,0,"Proportional","r",0.772577449,7,1,6.66666666666667
"18102",42673,"SE",52,3,1,1,5,2,5,1,1,6,8,2,2,5,3,5,5,4,1,1,1,7,5,2,2,2,3,2,2,8,7,2,0,"Proportional","r",0.772577449,1,2,5
"18103",42681,"SE",36,5,2,0,4,2,7,1,1,8,5,1,3,0,7,7,7,8,1,1,1,8,5,2,3,4,4,1,3,8,7,2,0,"Proportional","r",0.772577449,7,1,6
"18104",42741,"SE",50,6,2,0,3,2,5,2,2,8,7,2,2,3,4,8,7,4,1,1,1,5,6,3,2,2,3,1,1,10,6,3,0,"Proportional","r",0.772577449,2,1,5.66666666666667
"18105",42799,"SE",62,5,1,6,4,2,8,1,1,7,4,1,5,4,5,6,7,5,2,2,2,8,7,2,2,2,2,1,2,6,10,5,0,"Proportional","r",0.772577449,5,1,5
"18106",42896,"SE",67,4,2,7,1,2,5,2,1,3,5,2,2,3,2,4,5,3,2,2,2,5,5,2,3,2,2,1,2,8,5,1,0,"Proportional","r",0.772577449,3,2,3
"18107",42931,"SE",42,7,2,5,3,2,9,2,2,8,7,2,4,5,5,8,6,5,2,2,2,6,8,3,3,3,3,2,2,8,9,2,0,"Proportional","r",0.772577449,2,1,6.66666666666667
"18108",42947,"SE",90,7,2,7,4,2,6,2,1,9,6,1,2,7,7,8,6,7,1,1,1,6,10,1,4,4,4,1,2,10,9,3,0,"Proportional","r",0.772577449,3,1,7.33333333333333
"18109",43017,"SE",19,2,1,0,5,2,9,2,2,6,6,4,4,10,2,5,0,2,2,2,2,6,4,2,3,3,3,2,2,10,2,4,0,"Proportional","r",0.772577449,8,2,3.66666666666667
"18110",43046,"SE",24,4,2,7,2,2,6,1,2,9,7,4,4,6,8,4,8,5,1,1,1,9,6,2,2,2,4,1,1,10,4,5,0,"Proportional","r",0.772577449,4,1,4
"18111",43064,"SE",87,1,1,3,3,2,3,2,2,9,8,2,2,5,7,8,8,5,1,2,2,8,5,1,3,3,4,2,2,8,5,2,0,"Proportional","r",0.772577449,7,1,7.66666666666667
"18112",43127,"SE",54,7,2,8,2,1,10,1,1,8,7,4,4,8,7,8,4,5,3,2,2,5,6,2,4,3,3,2,2,8,7,1,0,"Proportional","r",0.772577449,2,1,6.33333333333333
"18113",43135,"SE",29,2,1,2,1,2,9,2,1,6,8,2,4,5,6,7,4,5,1,1,1,7,5,2,2,2,4,1,1,8,8,1,0,"Proportional","r",0.772577449,9,1,5.33333333333333
"18114",43204,"SE",37,7,2,1,1,2,10,2,1,7,7,3,4,6,6,7,6,7,1,1,1,7,8,2,3,3,3,1,2,8,7,2,0,"Proportional","r",0.772577449,2,1,6.33333333333333
"18115",43292,"SE",65,2,1,1,4,2,4,2,2,2,3,2,2,4,1,3,3,2,2,2,2,3,5,2,2,2,2,2,3,6,5,3,0,"Proportional","r",0.772577449,4,2,3
"18116",43308,"SE",27,6,2,0,3,2,9,1,1,7,10,3,5,7,6,10,6,7,2,2,2,4,4,3,3,4,5,1,1,9,9,2,0,"Proportional","r",0.772577449,4,1,7
"18117",43468,"SE",25,4,1,0,4,2,5,2,1,3,6,3,3,8,3,6,2,2,2,2,2,3,3,2,3,3,2,1,2,3,8,2,3,"Proportional","r",0.772577449,7,2,3.33333333333333
"18118",43530,"SE",43,2,1,0,5,2,10,2,1,8,7,3,5,7,7,8,4,7,1,1,1,5,9,1,2,3,3,1,1,5,9,1,0,"Proportional","r",0.772577449,1,1,7.33333333333333
"18119",43619,"SE",84,5,1,3,3,2,7,2,2,8,8,3,4,6,5,6,5,4,2,2,2,6,5,2,2,3,4,2,3,8,6,3,0,"Proportional","r",0.772577449,2,1,5.66666666666667
"18120",43646,"SE",70,1,1,4,4,2,6,2,1,8,7,2,3,4,4,5,5,5,1,1,1,6,5,2,3,3,4,2,2,8,6,2,0,"Proportional","r",0.772577449,7,1,5.33333333333333
"18121",43700,"SE",78,5,1,0,4,2,6,2,2,7,8,1,3,3,1,8,7,2,2,2,3,3,3,3,2,2,4,2,4,10,4,2,0,"Proportional","r",0.772577449,5,1,5
"18122",43705,"SE",77,7,1,6,3,2,5,2,2,5,5,1,3,4,5,7,5,7,1,2,2,6,6,1,3,2,3,1,1,6,7,1,0,"Proportional","r",0.772577449,2,1,6
